location,year,month,1,2,3,4,5
"bansomdejchaopraya-rajabhat university, bangkok",2022,11,6.0,10.0,7.0,1.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,12,7.0,5.0,8.0,8.0,3.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,1,7.0,9.0,8.0,3.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,2,6.0,4.0,7.0,5.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,3,4.0,12.0,7.0,2.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,4,7.0,8.0,6.0,4.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,5,7.0,6.0,6.0,5.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,6,6.0,4.0,5.0,6.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,7,5.0,7.0,6.0,6.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,8,5.0,9.0,7.0,7.0,3.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,9,6.0,6.0,6.0,5.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,10,6.0,5.0,8.0,3.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,11,8.0,5.0,9.0,4.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2023,12,7.0,2.0,5.0,9.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,1,5.0,11.0,6.0,6.0,3.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,2,7.0,2.0,9.0,3.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,3,8.0,6.0,5.0,7.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,4,4.0,5.0,4.0,8.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,5,6.0,11.0,4.0,5.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,6,8.0,6.0,7.0,5.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,7,6.0,11.0,6.0,3.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,8,3.0,7.0,8.0,7.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,9,5.0,8.0,6.0,4.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2024,10,3.0,2.0,4.0,1.0,1.0
"chulalongkorn-hospital, bangkok",2014,1,8.0,6.0,1.0,3.0,2.0
"chulalongkorn-hospital, bangkok",2014,2,1.0,2.0,3.0,2.0,1.0
"chulalongkorn-hospital, bangkok",2014,4,7.0,6.0,4.0,5.0,5.0
"chulalongkorn-hospital, bangkok",2014,5,4.0,5.0,8.0,6.0,2.0
"chulalongkorn-hospital, bangkok",2014,6,6.0,4.0,6.0,4.0,3.0
"chulalongkorn-hospital, bangkok",2014,7,6.0,2.0,8.0,6.0,4.0
"chulalongkorn-hospital, bangkok",2014,8,7.0,2.0,3.0,5.0,7.0
"chulalongkorn-hospital, bangkok",2014,9,2.0,3.0,7.0,6.0,8.0
"chulalongkorn-hospital, bangkok",2014,10,6.0,6.0,5.0,7.0,3.0
"chulalongkorn-hospital, bangkok",2014,12,0.0,1.0,0.0,0.0,0.0
"chulalongkorn-hospital, bangkok",2015,1,4.0,3.0,6.0,5.0,6.0
"chulalongkorn-hospital, bangkok",2015,2,2.0,2.0,3.0,2.0,13.0
"chulalongkorn-hospital, bangkok",2015,3,5.0,8.0,5.0,6.0,4.0
"chulalongkorn-hospital, bangkok",2015,4,5.0,5.0,4.0,7.0,6.0
"chulalongkorn-hospital, bangkok",2015,5,8.0,4.0,10.0,5.0,4.0
"chulalongkorn-hospital, bangkok",2015,6,3.0,4.0,5.0,4.0,9.0
"chulalongkorn-hospital, bangkok",2015,7,4.0,2.0,5.0,6.0,2.0
"chulalongkorn-hospital, bangkok",2016,8,3.0,1.0,2.0,1.0,2.0
"chulalongkorn-hospital, bangkok",2016,12,7.0,7.0,2.0,3.0,4.0
"chulalongkorn-hospital, bangkok",2017,1,0.0,0.0,0.0,1.0,0.0
"chulalongkorn-hospital, bangkok",2017,2,0.0,0.0,0.0,1.0,0.0
"chulalongkorn-hospital, bangkok",2017,5,4.0,2.0,5.0,4.0,2.0
"chulalongkorn-hospital, bangkok",2017,6,4.0,11.0,6.0,5.0,4.0
"chulalongkorn-hospital, bangkok",2017,7,10.0,8.0,8.0,4.0,1.0
"chulalongkorn-hospital, bangkok",2017,8,7.0,9.0,6.0,5.0,4.0
"chulalongkorn-hospital, bangkok",2017,9,2.0,3.0,5.0,8.0,11.0
"chulalongkorn-hospital, bangkok",2017,10,3.0,7.0,5.0,6.0,10.0
"chulalongkorn-hospital, bangkok",2017,11,9.0,6.0,5.0,5.0,5.0
"chulalongkorn-hospital, bangkok",2017,12,2.0,8.0,8.0,3.0,10.0
"chulalongkorn-hospital, bangkok",2018,1,6.0,8.0,5.0,6.0,6.0
"chulalongkorn-hospital, bangkok",2018,2,5.0,3.0,3.0,11.0,6.0
"chulalongkorn-hospital, bangkok",2018,3,6.0,10.0,6.0,6.0,3.0
"chulalongkorn-hospital, bangkok",2018,4,7.0,5.0,3.0,8.0,7.0
"chulalongkorn-hospital, bangkok",2018,5,5.0,5.0,5.0,7.0,9.0
"chulalongkorn-hospital, bangkok",2018,6,6.0,4.0,4.0,4.0,12.0
"chulalongkorn-hospital, bangkok",2018,7,10.0,6.0,4.0,8.0,3.0
"chulalongkorn-hospital, bangkok",2018,8,9.0,7.0,4.0,3.0,8.0
"chulalongkorn-hospital, bangkok",2018,9,3.0,8.0,7.0,3.0,9.0
"chulalongkorn-hospital, bangkok",2018,10,7.0,5.0,6.0,6.0,7.0
"chulalongkorn-hospital, bangkok",2018,11,6.0,5.0,2.0,8.0,9.0
"chulalongkorn-hospital, bangkok",2018,12,6.0,5.0,5.0,9.0,6.0
"chulalongkorn-hospital, bangkok",2019,1,6.0,7.0,8.0,5.0,5.0
"chulalongkorn-hospital, bangkok",2019,2,5.0,7.0,1.0,10.0,5.0
"chulalongkorn-hospital, bangkok",2019,3,9.0,8.0,3.0,5.0,6.0
"chulalongkorn-hospital, bangkok",2019,4,3.0,9.0,5.0,5.0,8.0
"chulalongkorn-hospital, bangkok",2019,5,8.0,5.0,6.0,7.0,5.0
"chulalongkorn-hospital, bangkok",2019,6,5.0,4.0,10.0,3.0,8.0
"chulalongkorn-hospital, bangkok",2019,7,6.0,7.0,9.0,7.0,2.0
"chulalongkorn-hospital, bangkok",2019,8,7.0,5.0,4.0,7.0,8.0
"chulalongkorn-hospital, bangkok",2019,9,5.0,3.0,11.0,7.0,4.0
"chulalongkorn-hospital, bangkok",2019,10,8.0,5.0,6.0,8.0,4.0
"chulalongkorn-hospital, bangkok",2019,11,4.0,9.0,5.0,5.0,7.0
"chulalongkorn-hospital, bangkok",2019,12,5.0,3.0,4.0,10.0,8.0
"chulalongkorn-hospital, bangkok",2020,1,9.0,2.0,6.0,7.0,7.0
"chulalongkorn-hospital, bangkok",2020,2,5.0,4.0,9.0,5.0,6.0
"chulalongkorn-hospital, bangkok",2020,3,6.0,4.0,6.0,4.0,10.0
"chulalongkorn-hospital, bangkok",2020,4,7.0,3.0,10.0,3.0,7.0
"chulalongkorn-hospital, bangkok",2020,5,4.0,9.0,3.0,8.0,7.0
"chulalongkorn-hospital, bangkok",2020,6,2.0,11.0,5.0,5.0,7.0
"chulalongkorn-hospital, bangkok",2020,7,6.0,9.0,2.0,9.0,5.0
"chulalongkorn-hospital, bangkok",2020,8,7.0,5.0,9.0,1.0,9.0
"chulalongkorn-hospital, bangkok",2020,9,7.0,5.0,7.0,6.0,5.0
"chulalongkorn-hospital, bangkok",2020,10,8.0,5.0,5.0,5.0,8.0
"chulalongkorn-hospital, bangkok",2020,11,8.0,8.0,6.0,4.0,4.0
"chulalongkorn-hospital, bangkok",2020,12,7.0,10.0,3.0,6.0,5.0
"chulalongkorn-hospital, bangkok",2021,1,6.0,4.0,8.0,7.0,6.0
"chulalongkorn-hospital, bangkok",2021,2,6.0,6.0,8.0,6.0,2.0
"chulalongkorn-hospital, bangkok",2021,3,3.0,7.0,7.0,5.0,9.0
"chulalongkorn-hospital, bangkok",2021,4,6.0,9.0,5.0,4.0,6.0
"chulalongkorn-hospital, bangkok",2021,5,6.0,7.0,3.0,8.0,7.0
"chulalongkorn-hospital, bangkok",2021,6,10.0,5.0,1.0,9.0,5.0
"chulalongkorn-hospital, bangkok",2021,7,4.0,5.0,6.0,7.0,9.0
"chulalongkorn-hospital, bangkok",2021,8,6.0,6.0,6.0,6.0,7.0
"chulalongkorn-hospital, bangkok",2021,9,5.0,9.0,4.0,3.0,9.0
"chulalongkorn-hospital, bangkok",2021,10,6.0,5.0,7.0,6.0,7.0
"chulalongkorn-hospital, bangkok",2021,11,8.0,3.0,5.0,7.0,7.0
"chulalongkorn-hospital, bangkok",2021,12,7.0,4.0,5.0,7.0,8.0
"chulalongkorn-hospital, bangkok",2022,1,5.0,6.0,5.0,7.0,8.0
"chulalongkorn-hospital, bangkok",2022,2,5.0,6.0,8.0,3.0,6.0
"chulalongkorn-hospital, bangkok",2022,3,4.0,6.0,12.0,6.0,3.0
"chulalongkorn-hospital, bangkok",2022,4,7.0,4.0,6.0,4.0,9.0
"chulalongkorn-hospital, bangkok",2022,5,8.0,6.0,7.0,7.0,3.0
"chulalongkorn-hospital, bangkok",2022,6,8.0,4.0,5.0,7.0,6.0
"chulalongkorn-hospital, bangkok",2022,7,6.0,5.0,3.0,8.0,9.0
"chulalongkorn-hospital, bangkok",2022,8,4.0,4.0,7.0,13.0,3.0
"chulalongkorn-hospital, bangkok",2022,9,5.0,5.0,9.0,5.0,6.0
"chulalongkorn-hospital, bangkok",2022,10,5.0,6.0,9.0,5.0,6.0
"chulalongkorn-hospital, bangkok",2022,11,4.0,7.0,6.0,9.0,4.0
"chulalongkorn-hospital, bangkok",2022,12,3.0,10.0,8.0,2.0,8.0
"chulalongkorn-hospital, bangkok",2023,1,8.0,5.0,5.0,8.0,5.0
"chulalongkorn-hospital, bangkok",2023,2,6.0,7.0,6.0,5.0,4.0
"chulalongkorn-hospital, bangkok",2023,3,3.0,10.0,10.0,4.0,4.0
"chulalongkorn-hospital, bangkok",2023,4,6.0,4.0,5.0,9.0,6.0
"chulalongkorn-hospital, bangkok",2023,5,2.0,4.0,12.0,2.0,11.0
"chulalongkorn-hospital, bangkok",2023,6,4.0,8.0,8.0,8.0,2.0
"chulalongkorn-hospital, bangkok",2023,7,6.0,7.0,8.0,4.0,6.0
"chulalongkorn-hospital, bangkok",2023,8,8.0,2.0,3.0,12.0,6.0
"chulalongkorn-hospital, bangkok",2023,9,11.0,2.0,4.0,6.0,7.0
"chulalongkorn-hospital, bangkok",2023,10,4.0,9.0,1.0,9.0,8.0
"chulalongkorn-hospital, bangkok",2023,11,6.0,10.0,2.0,7.0,5.0
"chulalongkorn-hospital, bangkok",2023,12,4.0,7.0,6.0,8.0,5.0
"chulalongkorn-hospital, bangkok",2024,1,7.0,5.0,5.0,8.0,6.0
"chulalongkorn-hospital, bangkok",2024,2,10.0,9.0,4.0,5.0,1.0
"chulalongkorn-hospital, bangkok",2024,3,8.0,8.0,8.0,5.0,2.0
"chulalongkorn-hospital, bangkok",2024,4,5.0,6.0,7.0,7.0,5.0
"chulalongkorn-hospital, bangkok",2024,5,6.0,6.0,6.0,9.0,4.0
"chulalongkorn-hospital, bangkok",2024,6,7.0,4.0,6.0,6.0,7.0
"chulalongkorn-hospital, bangkok",2024,7,4.0,9.0,6.0,6.0,6.0
"chulalongkorn-hospital, bangkok",2024,8,5.0,5.0,11.0,8.0,2.0
"chulalongkorn-hospital, bangkok",2024,9,6.0,8.0,5.0,4.0,7.0
"chulalongkorn-hospital, bangkok",2024,10,6.0,7.0,6.0,8.0,4.0
"chulalongkorn-hospital, bangkok",2024,11,1.0,4.0,0.0,2.0,1.0
"city-hall, samut prakan",2014,1,3.0,1.0,7.0,6.0,5.0
"city-hall, samut prakan",2014,2,3.0,5.0,7.0,7.0,3.0
"city-hall, samut prakan",2014,3,5.0,6.0,5.0,6.0,5.0
"city-hall, samut prakan",2014,4,5.0,4.0,5.0,8.0,8.0
"city-hall, samut prakan",2014,5,9.0,5.0,4.0,9.0,4.0
"city-hall, samut prakan",2014,6,4.0,6.0,8.0,7.0,5.0
"city-hall, samut prakan",2014,7,6.0,5.0,5.0,7.0,8.0
"city-hall, samut prakan",2014,8,2.0,8.0,9.0,8.0,4.0
"city-hall, samut prakan",2014,9,7.0,7.0,7.0,5.0,4.0
"city-hall, samut prakan",2014,10,2.0,6.0,8.0,8.0,7.0
"city-hall, samut prakan",2014,11,2.0,8.0,6.0,5.0,9.0
"city-hall, samut prakan",2014,12,5.0,5.0,7.0,6.0,6.0
"city-hall, samut prakan",2015,1,6.0,6.0,8.0,7.0,4.0
"city-hall, samut prakan",2015,2,3.0,5.0,6.0,7.0,7.0
"city-hall, samut prakan",2015,3,5.0,3.0,6.0,6.0,10.0
"city-hall, samut prakan",2015,4,5.0,5.0,5.0,2.0,10.0
"city-hall, samut prakan",2015,5,5.0,5.0,6.0,5.0,10.0
"city-hall, samut prakan",2015,6,8.0,9.0,5.0,4.0,4.0
"city-hall, samut prakan",2015,7,5.0,4.0,7.0,12.0,3.0
"city-hall, samut prakan",2015,8,10.0,2.0,7.0,5.0,5.0
"city-hall, samut prakan",2015,9,0.0,2.0,2.0,2.0,1.0
"city-hall, samut prakan",2015,10,9.0,6.0,3.0,4.0,7.0
"city-hall, samut prakan",2015,11,7.0,6.0,5.0,8.0,4.0
"city-hall, samut prakan",2015,12,5.0,7.0,2.0,6.0,5.0
"city-hall, samut prakan",2016,1,2.0,5.0,0.0,3.0,1.0
"city-hall, samut prakan",2016,3,0.0,1.0,2.0,1.0,2.0
"city-hall, samut prakan",2016,5,0.0,1.0,0.0,0.0,0.0
"city-hall, samut prakan",2016,6,7.0,3.0,2.0,11.0,7.0
"city-hall, samut prakan",2016,7,6.0,4.0,5.0,9.0,7.0
"city-hall, samut prakan",2016,8,12.0,5.0,5.0,8.0,0.0
"city-hall, samut prakan",2016,9,1.0,0.0,0.0,0.0,0.0
"city-hall, samut prakan",2018,7,0.0,1.0,2.0,2.0,3.0
"city-hall, samut prakan",2019,3,6.0,4.0,5.0,1.0,3.0
"city-hall, samut prakan",2019,4,9.0,7.0,5.0,7.0,2.0
"city-hall, samut prakan",2019,5,9.0,2.0,11.0,4.0,5.0
"city-hall, samut prakan",2019,6,4.0,7.0,7.0,6.0,6.0
"city-hall, samut prakan",2019,7,9.0,7.0,8.0,2.0,5.0
"city-hall, samut prakan",2019,8,4.0,8.0,6.0,6.0,7.0
"city-hall, samut prakan",2019,9,6.0,5.0,4.0,4.0,11.0
"city-hall, samut prakan",2019,10,9.0,6.0,5.0,7.0,4.0
"city-hall, samut prakan",2019,11,7.0,2.0,10.0,5.0,6.0
"city-hall, samut prakan",2019,12,4.0,5.0,7.0,5.0,9.0
"city-hall, samut prakan",2020,1,7.0,9.0,5.0,5.0,5.0
"city-hall, samut prakan",2020,2,7.0,5.0,5.0,6.0,6.0
"city-hall, samut prakan",2020,3,4.0,5.0,7.0,12.0,2.0
"city-hall, samut prakan",2020,4,8.0,5.0,3.0,6.0,8.0
"city-hall, samut prakan",2020,5,7.0,6.0,5.0,5.0,8.0
"city-hall, samut prakan",2020,6,7.0,5.0,7.0,3.0,8.0
"city-hall, samut prakan",2020,7,5.0,4.0,6.0,9.0,7.0
"city-hall, samut prakan",2020,8,3.0,9.0,5.0,5.0,9.0
"city-hall, samut prakan",2020,9,7.0,4.0,8.0,7.0,4.0
"city-hall, samut prakan",2020,10,6.0,4.0,12.0,4.0,5.0
"city-hall, samut prakan",2020,11,6.0,9.0,6.0,5.0,4.0
"city-hall, samut prakan",2020,12,5.0,3.0,7.0,11.0,5.0
"city-hall, samut prakan",2021,1,6.0,6.0,5.0,7.0,7.0
"city-hall, samut prakan",2021,2,3.0,6.0,7.0,6.0,6.0
"city-hall, samut prakan",2021,3,10.0,6.0,8.0,3.0,4.0
"city-hall, samut prakan",2021,4,2.0,13.0,5.0,7.0,3.0
"city-hall, samut prakan",2021,5,11.0,8.0,5.0,1.0,6.0
"city-hall, samut prakan",2021,6,6.0,5.0,2.0,8.0,9.0
"city-hall, samut prakan",2021,7,7.0,6.0,5.0,7.0,6.0
"city-hall, samut prakan",2021,8,4.0,5.0,8.0,4.0,10.0
"city-hall, samut prakan",2021,9,4.0,7.0,2.0,9.0,8.0
"city-hall, samut prakan",2021,10,5.0,4.0,8.0,5.0,9.0
"city-hall, samut prakan",2021,11,5.0,8.0,4.0,6.0,7.0
"city-hall, samut prakan",2021,12,6.0,3.0,8.0,10.0,4.0
"city-hall, samut prakan",2022,1,2.0,10.0,7.0,8.0,4.0
"city-hall, samut prakan",2022,2,9.0,9.0,1.0,5.0,4.0
"city-hall, samut prakan",2022,3,5.0,6.0,8.0,4.0,8.0
"city-hall, samut prakan",2022,4,8.0,8.0,4.0,1.0,9.0
"city-hall, samut prakan",2022,5,4.0,9.0,6.0,3.0,9.0
"city-hall, samut prakan",2022,6,5.0,3.0,7.0,6.0,9.0
"city-hall, samut prakan",2022,7,8.0,4.0,2.0,9.0,8.0
"city-hall, samut prakan",2022,8,6.0,8.0,7.0,5.0,5.0
"city-hall, samut prakan",2022,9,8.0,6.0,7.0,5.0,4.0
"city-hall, samut prakan",2022,10,8.0,3.0,4.0,4.0,12.0
"city-hall, samut prakan",2022,11,3.0,7.0,8.0,3.0,9.0
"city-hall, samut prakan",2022,12,10.0,2.0,6.0,5.0,8.0
"city-hall, samut prakan",2023,1,5.0,8.0,7.0,7.0,4.0
"city-hall, samut prakan",2023,2,5.0,4.0,6.0,9.0,4.0
"city-hall, samut prakan",2023,3,8.0,3.0,5.0,8.0,7.0
"city-hall, samut prakan",2023,4,3.0,7.0,9.0,2.0,9.0
"city-hall, samut prakan",2023,5,6.0,4.0,3.0,10.0,8.0
"city-hall, samut prakan",2023,6,3.0,6.0,10.0,6.0,5.0
"city-hall, samut prakan",2023,7,8.0,7.0,5.0,3.0,8.0
"city-hall, samut prakan",2023,8,5.0,8.0,6.0,7.0,5.0
"city-hall, samut prakan",2023,9,3.0,9.0,7.0,7.0,4.0
"city-hall, samut prakan",2023,10,4.0,5.0,7.0,10.0,5.0
"city-hall, samut prakan",2023,11,7.0,7.0,5.0,4.0,7.0
"city-hall, samut prakan",2023,12,5.0,6.0,3.0,14.0,3.0
"city-hall, samut prakan",2024,1,7.0,7.0,5.0,5.0,7.0
"city-hall, samut prakan",2024,2,3.0,8.0,4.0,6.0,8.0
"city-hall, samut prakan",2024,3,4.0,4.0,9.0,8.0,6.0
"city-hall, samut prakan",2024,4,10.0,3.0,5.0,5.0,7.0
"city-hall, samut prakan",2024,5,7.0,5.0,5.0,7.0,7.0
"city-hall, samut prakan",2024,6,7.0,6.0,4.0,9.0,4.0
"city-hall, samut prakan",2024,7,3.0,5.0,6.0,8.0,9.0
"city-hall, samut prakan",2024,8,6.0,10.0,6.0,4.0,5.0
"city-hall, samut prakan",2024,9,5.0,9.0,7.0,4.0,5.0
"city-hall, samut prakan",2024,10,3.0,9.0,7.0,4.0,8.0
"city-hall, samut prakan",2024,11,2.0,1.0,1.0,1.0,3.0
"egat, nonthaburi",2014,1,3.0,6.0,6.0,4.0,1.0
"egat, nonthaburi",2014,2,6.0,6.0,6.0,6.0,4.0
"egat, nonthaburi",2014,3,7.0,9.0,5.0,4.0,6.0
"egat, nonthaburi",2014,4,4.0,10.0,7.0,6.0,3.0
"egat, nonthaburi",2014,5,5.0,3.0,3.0,4.0,8.0
"egat, nonthaburi",2014,6,5.0,5.0,5.0,9.0,6.0
"egat, nonthaburi",2014,7,6.0,3.0,9.0,6.0,7.0
"egat, nonthaburi",2014,8,5.0,11.0,7.0,5.0,3.0
"egat, nonthaburi",2014,9,4.0,6.0,12.0,4.0,4.0
"egat, nonthaburi",2014,10,6.0,5.0,6.0,3.0,11.0
"egat, nonthaburi",2014,11,8.0,7.0,5.0,6.0,4.0
"egat, nonthaburi",2014,12,5.0,6.0,5.0,7.0,2.0
"egat, nonthaburi",2015,1,3.0,4.0,9.0,4.0,3.0
"egat, nonthaburi",2015,2,3.0,0.0,4.0,1.0,5.0
"egat, nonthaburi",2015,3,4.0,6.0,10.0,7.0,2.0
"egat, nonthaburi",2015,4,5.0,3.0,3.0,5.0,6.0
"egat, nonthaburi",2015,5,5.0,4.0,3.0,7.0,6.0
"egat, nonthaburi",2015,6,6.0,6.0,7.0,4.0,7.0
"egat, nonthaburi",2015,7,11.0,8.0,3.0,1.0,8.0
"egat, nonthaburi",2015,8,9.0,6.0,4.0,4.0,8.0
"egat, nonthaburi",2015,9,4.0,6.0,7.0,4.0,7.0
"egat, nonthaburi",2015,11,1.0,6.0,9.0,4.0,4.0
"egat, nonthaburi",2015,12,6.0,5.0,4.0,6.0,9.0
"egat, nonthaburi",2016,1,5.0,9.0,5.0,5.0,6.0
"egat, nonthaburi",2016,2,7.0,6.0,5.0,5.0,6.0
"egat, nonthaburi",2016,3,5.0,12.0,5.0,4.0,5.0
"egat, nonthaburi",2016,4,6.0,8.0,3.0,6.0,7.0
"egat, nonthaburi",2016,5,8.0,8.0,7.0,5.0,3.0
"egat, nonthaburi",2016,6,3.0,12.0,6.0,4.0,5.0
"egat, nonthaburi",2016,7,3.0,7.0,7.0,7.0,7.0
"egat, nonthaburi",2016,8,7.0,8.0,4.0,4.0,8.0
"egat, nonthaburi",2016,9,2.0,7.0,6.0,5.0,10.0
"egat, nonthaburi",2016,10,5.0,6.0,3.0,9.0,8.0
"egat, nonthaburi",2016,11,4.0,6.0,7.0,4.0,9.0
"egat, nonthaburi",2016,12,6.0,4.0,5.0,8.0,8.0
"egat, nonthaburi",2017,1,7.0,3.0,9.0,7.0,5.0
"egat, nonthaburi",2017,2,4.0,4.0,11.0,7.0,2.0
"egat, nonthaburi",2017,3,4.0,3.0,10.0,7.0,5.0
"egat, nonthaburi",2017,8,3.0,4.0,2.0,2.0,2.0
"egat, nonthaburi",2017,9,4.0,5.0,6.0,5.0,7.0
"egat, nonthaburi",2017,10,7.0,9.0,6.0,3.0,5.0
"egat, nonthaburi",2017,11,6.0,7.0,6.0,5.0,6.0
"egat, nonthaburi",2017,12,10.0,6.0,5.0,6.0,4.0
"egat, nonthaburi",2018,1,4.0,3.0,10.0,3.0,11.0
"egat, nonthaburi",2018,2,4.0,7.0,4.0,8.0,5.0
"egat, nonthaburi",2018,3,5.0,8.0,4.0,7.0,7.0
"egat, nonthaburi",2018,4,3.0,9.0,3.0,7.0,5.0
"egat, nonthaburi",2018,9,0.0,0.0,2.0,0.0,0.0
"egat, nonthaburi",2018,10,9.0,7.0,4.0,5.0,6.0
"egat, nonthaburi",2018,11,5.0,4.0,5.0,5.0,11.0
"egat, nonthaburi",2018,12,6.0,8.0,8.0,3.0,6.0
"egat, nonthaburi",2019,1,6.0,6.0,11.0,4.0,4.0
"egat, nonthaburi",2019,2,4.0,4.0,13.0,4.0,3.0
"egat, nonthaburi",2019,3,7.0,8.0,5.0,7.0,4.0
"egat, nonthaburi",2019,4,7.0,8.0,5.0,5.0,5.0
"egat, nonthaburi",2019,5,8.0,10.0,6.0,4.0,3.0
"egat, nonthaburi",2019,6,9.0,6.0,6.0,4.0,5.0
"egat, nonthaburi",2019,7,6.0,3.0,8.0,3.0,11.0
"egat, nonthaburi",2019,8,8.0,10.0,5.0,6.0,2.0
"egat, nonthaburi",2019,9,10.0,4.0,7.0,5.0,4.0
"egat, nonthaburi",2019,10,4.0,10.0,6.0,5.0,6.0
"egat, nonthaburi",2019,11,7.0,7.0,7.0,6.0,3.0
"egat, nonthaburi",2019,12,7.0,9.0,6.0,2.0,6.0
"egat, nonthaburi",2020,1,6.0,5.0,3.0,14.0,3.0
"egat, nonthaburi",2020,2,6.0,5.0,4.0,8.0,6.0
"egat, nonthaburi",2020,3,6.0,6.0,5.0,8.0,5.0
"egat, nonthaburi",2020,4,9.0,7.0,5.0,5.0,4.0
"egat, nonthaburi",2020,5,2.0,7.0,10.0,8.0,4.0
"egat, nonthaburi",2020,6,4.0,10.0,6.0,4.0,6.0
"egat, nonthaburi",2020,7,7.0,6.0,5.0,7.0,6.0
"egat, nonthaburi",2020,8,7.0,5.0,5.0,9.0,5.0
"egat, nonthaburi",2020,9,4.0,5.0,9.0,5.0,7.0
"egat, nonthaburi",2020,10,3.0,2.0,7.0,6.0,13.0
"egat, nonthaburi",2020,11,9.0,6.0,5.0,1.0,9.0
"egat, nonthaburi",2020,12,7.0,3.0,8.0,6.0,7.0
"egat, nonthaburi",2021,1,10.0,4.0,7.0,8.0,2.0
"egat, nonthaburi",2021,2,6.0,5.0,7.0,4.0,6.0
"egat, nonthaburi",2021,3,7.0,5.0,4.0,8.0,7.0
"egat, nonthaburi",2021,4,3.0,9.0,6.0,7.0,5.0
"egat, nonthaburi",2021,5,6.0,9.0,5.0,8.0,3.0
"egat, nonthaburi",2021,6,7.0,6.0,8.0,5.0,4.0
"egat, nonthaburi",2021,7,5.0,2.0,6.0,8.0,10.0
"egat, nonthaburi",2021,8,10.0,6.0,5.0,3.0,7.0
"egat, nonthaburi",2021,9,5.0,4.0,5.0,9.0,7.0
"egat, nonthaburi",2021,10,6.0,6.0,2.0,7.0,10.0
"egat, nonthaburi",2021,11,5.0,9.0,3.0,3.0,10.0
"egat, nonthaburi",2021,12,5.0,6.0,7.0,5.0,8.0
"egat, nonthaburi",2022,1,3.0,9.0,7.0,7.0,5.0
"egat, nonthaburi",2022,2,4.0,5.0,9.0,7.0,3.0
"egat, nonthaburi",2022,3,6.0,3.0,6.0,8.0,8.0
"egat, nonthaburi",2022,4,3.0,7.0,7.0,8.0,5.0
"egat, nonthaburi",2022,5,5.0,4.0,5.0,11.0,6.0
"egat, nonthaburi",2022,6,5.0,4.0,5.0,9.0,7.0
"egat, nonthaburi",2022,7,3.0,6.0,6.0,8.0,8.0
"egat, nonthaburi",2022,8,9.0,3.0,4.0,8.0,7.0
"egat, nonthaburi",2022,9,8.0,3.0,6.0,3.0,10.0
"egat, nonthaburi",2022,10,4.0,11.0,5.0,4.0,7.0
"egat, nonthaburi",2022,11,8.0,8.0,5.0,3.0,6.0
"egat, nonthaburi",2022,12,5.0,5.0,8.0,7.0,6.0
"egat, nonthaburi",2023,1,1.0,8.0,4.0,10.0,6.0
"egat, nonthaburi",2023,2,7.0,8.0,6.0,4.0,3.0
"egat, nonthaburi",2023,3,9.0,7.0,7.0,6.0,2.0
"egat, nonthaburi",2023,4,6.0,6.0,4.0,3.0,11.0
"egat, nonthaburi",2023,5,5.0,6.0,9.0,5.0,6.0
"egat, nonthaburi",2023,6,2.0,10.0,6.0,7.0,5.0
"egat, nonthaburi",2023,7,4.0,8.0,5.0,6.0,8.0
"egat, nonthaburi",2023,8,8.0,4.0,5.0,7.0,7.0
"egat, nonthaburi",2023,9,7.0,6.0,6.0,7.0,4.0
"egat, nonthaburi",2023,10,7.0,8.0,10.0,4.0,2.0
"egat, nonthaburi",2023,11,6.0,4.0,5.0,7.0,8.0
"egat, nonthaburi",2023,12,6.0,8.0,5.0,5.0,7.0
"egat, nonthaburi",2024,1,5.0,7.0,8.0,5.0,6.0
"egat, nonthaburi",2024,2,7.0,8.0,3.0,5.0,6.0
"egat, nonthaburi",2024,3,11.0,7.0,5.0,5.0,3.0
"egat, nonthaburi",2024,4,5.0,4.0,3.0,5.0,13.0
"egat, nonthaburi",2024,5,6.0,6.0,7.0,7.0,5.0
"egat, nonthaburi",2024,6,2.0,6.0,4.0,9.0,9.0
"egat, nonthaburi",2024,7,6.0,11.0,7.0,4.0,3.0
